image_id,hotel_id,url,source,timestamp,hotel_name,chain_id,latitude,longitude,chain_name,downloaded,image_name,image_folder,description
8473385,104555,https://i.travelapi.com/hotels/8000000/7600000/7597600/7597537/bf0c4cc8_b.jpg,travel_website,2019-12-22 06:01:36,Hilton Dallas Plano Granite Park,3,33.08815,-96.82055,Hilton,True,8473385.jpg,hotels-50k/images/train/3/104555/travel_website,"arafed bed with white sheets and pillows in a hotel room, image in center, corporate memphis, centered and symmetrical, the place is just really small, fullbody view, medallions, rigorous, night view, half-body shot, 3 / 4 back view, ad image, vignette, vip room, promotional photography, h 640"
8473386,104555,https://i.travelapi.com/hotels/8000000/7600000/7597600/7597537/eaa679d8_b.jpg,travel_website,2019-12-22 06:01:36,Hilton Dallas Plano Granite Park,3,33.08815,-96.82055,Hilton,True,8473386.jpg,hotels-50k/images/train/3/104555/travel_website,"there are two beds in a hotel room with a chair and a table, south jakarta, cool white color temperature, throw pillows, see, retaildesignblog.net, worth1000.com, court room, 2019, cornell, floor b2, detailed –n 9, nanquan, lockbox, soft vignette, ycbcr"
8473387,104555,https://i.travelapi.com/hotels/8000000/7600000/7597600/7597537/272e919b_b.jpg,travel_website,2019-12-22 06:01:36,Hilton Dallas Plano Granite Park,3,33.08815,-96.82055,Hilton,True,8473387.jpg,hotels-50k/images/train/3/104555/travel_website,"arafed view of a hotel room with a bed, chair, and desk, fullbody photo, phoenix, pog, listing image, image on the store website, 2 0 1 9, lush oasis, full - body - front - shot, mpc, court room, adorable design, two stories, bedroom eyes, reclining on bed, april, tvs"
8473388,104555,https://i.travelapi.com/hotels/8000000/7600000/7597600/7597537/ad85b084_b.jpg,travel_website,2019-12-22 06:01:36,Hilton Dallas Plano Granite Park,3,33.08815,-96.82055,Hilton,True,8473388.jpg,hotels-50k/images/train/3/104555/travel_website,"arafed view of a hotel room with a large bed and a flat screen tv, figure in center, flowerbeds, corporate memphis style, full body and head view, ( ( ( aquarium bed ) ) ) ), walkable, main character center focus, mpc, featured on artsation, busy room, atrium"
8473389,104555,https://i.travelapi.com/hotels/8000000/7600000/7597600/7597537/48c80874_b.jpg,travel_website,2019-12-22 06:01:36,Hilton Dallas Plano Granite Park,3,33.08815,-96.82055,Hilton,True,8473389.jpg,hotels-50k/images/train/3/104555/travel_website,"arafed view of a bed with a flat screen tv mounted on the wall, sleek glass buildings, background bar, las vegas strip, standing in corner of room, round-cropped, hightly detailed, clean environment, photo blurring, part of the screen, sleep, picture frames"
8473390,104555,https://i.travelapi.com/hotels/8000000/7600000/7597600/7597537/7f8fca9c_b.jpg,travel_website,2019-12-22 06:01:36,Hilton Dallas Plano Granite Park,3,33.08815,-96.82055,Hilton,False,,,
8473391,104555,https://i.travelapi.com/hotels/8000000/7600000/7597600/7597537/c5a146d4_b.jpg,travel_website,2019-12-22 06:01:36,Hilton Dallas Plano Granite Park,3,33.08815,-96.82055,Hilton,True,8473391.jpg,hotels-50k/images/train/3/104555/travel_website,"arafed view of a bedroom with a bed, couch, and a large window, tropical atmosphere, towering over your view, floor b2, nigt, long beach background, uplighting, inside the building, inspired by Sun Junze, fully frontal view, bed on the right, at day, blue atmosphere"
8473392,104555,https://i.travelapi.com/hotels/8000000/7600000/7597600/7597537/36ead97d_b.jpg,travel_website,2019-12-22 06:01:36,Hilton Dallas Plano Granite Park,3,33.08815,-96.82055,Hilton,True,8473392.jpg,hotels-50k/images/train/3/104555/travel_website,"arafed view of a bedroom with a bed, couch, and a coffee table, karachi skyline background, large green glass windows, teal and orange colors, hotel room, executive industry banner, atrium, arabian night, dirty linen robes, aruba, insignia, high detail - n 4, flowerbeds"
8473393,104555,https://i.travelapi.com/hotels/8000000/7600000/7597600/7597537/a1de1398_b.jpg,travel_website,2019-12-22 06:01:36,Hilton Dallas Plano Granite Park,3,33.08815,-96.82055,Hilton,False,,,
8473394,104555,https://i.travelapi.com/hotels/8000000/7600000/7597600/7597537/824ab9e2_b.jpg,travel_website,2019-12-22 06:01:36,Hilton Dallas Plano Granite Park,3,33.08815,-96.82055,Hilton,True,8473394.jpg,hotels-50k/images/train/3/104555/travel_website,"bathroom with a bathtub, toilet, and shower in a hotel room, product photo, by Dave Arredondo, crutches, front side view full sheet, an umbrella top, liminal space hallway, photo 1 5 mm, long-arms, part of the screen, on a canva, cover image, exposure 1/40secs, professional product photo"
8473395,104555,https://i.travelapi.com/hotels/8000000/7600000/7597600/7597537/4bf4054e_b.jpg,travel_website,2019-12-22 06:01:36,Hilton Dallas Plano Granite Park,3,33.08815,-96.82055,Hilton,True,8473395.jpg,hotels-50k/images/train/3/104555/travel_website,"bathroom with a walk in shower and a sink with a mirror, promotional still wide angle, southdale center, travel guide, beautiful panoramic imagery, iso 1 0 0 wide view, hotel, photo blurring, diptych, by Joan Warburton, view(full body + zoomed out), exterior photography"
8473396,104555,https://i.travelapi.com/hotels/8000000/7600000/7597600/7597537/4a9835a9_b.jpg,travel_website,2019-12-22 06:01:36,Hilton Dallas Plano Granite Park,3,33.08815,-96.82055,Hilton,False,,,
8473397,104555,https://i.travelapi.com/hotels/8000000/7600000/7597600/7597537/9b474225_b.jpg,travel_website,2019-12-22 06:01:36,Hilton Dallas Plano Granite Park,3,33.08815,-96.82055,Hilton,True,8473397.jpg,hotels-50k/images/train/3/104555/travel_website,"bathroom with a large mirror and a walk in shower, corner office background, digital photography, milk and mocha style, tile, set inside of parking garage, bed on the right, beautiful panoramic imagery, retaildesignblog.net, motel, art : : professional photograph, brown and white color scheme"
8473398,104555,https://i.travelapi.com/hotels/8000000/7600000/7597600/7597537/73fe5b67_b.jpg,travel_website,2019-12-22 06:01:36,Hilton Dallas Plano Granite Park,3,33.08815,-96.82055,Hilton,True,8473398.jpg,hotels-50k/images/train/3/104555/travel_website,"bathroom with a large mirror and a bathtub in it, and the uncertainty\', 3d parallax view effect, washington, mosaic, travel guide, iso 1 0 0 wide view, full body photography, hotel, panorama shot, high resolution product photo, super wide angle lens, by Chippy, --width 1600"
8473399,104555,https://i.travelapi.com/hotels/8000000/7600000/7597600/7597537/6fdb9474_b.jpg,travel_website,2019-12-22 06:01:36,Hilton Dallas Plano Granite Park,3,33.08815,-96.82055,Hilton,False,,,
8473400,104555,https://i.travelapi.com/hotels/8000000/7600000/7597600/7597537/05de11ed_b.jpg,travel_website,2019-12-22 06:01:36,Hilton Dallas Plano Granite Park,3,33.08815,-96.82055,Hilton,True,8473400.jpg,hotels-50k/images/train/3/104555/travel_website,"bathroom with a bathtub, sink, mirror, and shower curtain, hotel room, image in center, by David G. Sorensen, polished : :, july 2 0 1 1, promotional images, upper torso included, other bedrooms can be seen, eco-friendly theme, fluorescent ceiling lights, fountains and arches, inviting"
8473401,104555,https://i.travelapi.com/hotels/8000000/7600000/7597600/7597537/95a5c918_b.jpg,travel_website,2019-12-22 06:01:36,Hilton Dallas Plano Granite Park,3,33.08815,-96.82055,Hilton,True,8473401.jpg,hotels-50k/images/train/3/104555/travel_website,"there is a bathroom with a sink, mirror, and shower, upscale photo, inspired by Keith Mallett, corner office background, in a beachfront environment, unique style, light - brown wall, albuquerque, complimentary - colors, 1 3 3 4 building, reflective glass, massive decorated doors, h 1 0 2 4, ad image, tileset, elaborate polished"
8473402,104555,https://i.travelapi.com/hotels/8000000/7600000/7597600/7597537/1f943578_b.jpg,travel_website,2019-12-22 06:01:36,Hilton Dallas Plano Granite Park,3,33.08815,-96.82055,Hilton,True,8473402.jpg,hotels-50k/images/train/3/104555/travel_website,"araful dining room with a lot of tables and chairs, capital plaza, may 1 0, gray stone wall, refined editorial photograph, breakfast buffet, serving rack of ribs, rigorous, ditka, inspired by Sesshū Tōyō, live concert lighting, round-cropped, interconnections, crisp render, iowa"
8146577,35301,https://i.travelapi.com/hotels/6000000/5240000/5232900/5232825/a084fe93_b.jpg,travel_website,2019-12-21 16:10:15,Hilton Kyiv,3,50.44487,30.50502,Hilton,True,8146577.jpg,hotels-50k/images/train/3/35301/travel_website,"arafed bedroom with a bed, desk, and chairs in it, hangzhou, large commercial led screens, the imperial palace, wlop : :, other bedrooms can be seen, dimmed lighting, city high-rise, lavishly decorated, large patches of plain colours, plush furnishings, detailed »"
8146578,35301,https://i.travelapi.com/hotels/6000000/5240000/5232900/5232825/18bf2990_b.jpg,travel_website,2019-12-21 16:10:15,Hilton Kyiv,3,50.44487,30.50502,Hilton,True,8146578.jpg,hotels-50k/images/train/3/35301/travel_website,"arafed view of a bedroom with a bed, desk, and television, floor - to - ceiling windows, 2 0 1 9, dubai, cinemascope panorama, four seasons, dynamic backlighting, awardwinning, royal insignia in background, tired appearance, by Shiba Kōkan, very clean, clean soft lighting, nostalgic lighting, april"
8146579,35301,https://i.travelapi.com/hotels/6000000/5240000/5232900/5232825/75b1d82d_b.jpg,travel_website,2019-12-21 16:10:15,Hilton Kyiv,3,50.44487,30.50502,Hilton,True,8146579.jpg,hotels-50k/images/train/3/35301/travel_website,"there is a living room with a couch, desk, and television, london, grand, cheval michael, london south bank, official product photo, by Alison Debenham, honeycomb halls, soft vignette"
8146580,35301,https://i.travelapi.com/hotels/6000000/5240000/5232900/5232825/77b9feab_b.jpg,travel_website,2019-12-21 16:10:15,Hilton Kyiv,3,50.44487,30.50502,Hilton,True,8146580.jpg,hotels-50k/images/train/3/35301/travel_website,"arafed bed in a hotel room with a desk and a chair, city skyline on background, made in 2019, new orleans, website banner, floor - to - ceiling windows, featured on dribble, panorama shot, 8/8, four seasons, an expansive grassy plain, featured art, product image"
8146581,35301,https://i.travelapi.com/hotels/6000000/5240000/5232900/5232825/83ff7c8a_b.jpg,travel_website,2019-12-21 16:10:15,Hilton Kyiv,3,50.44487,30.50502,Hilton,True,8146581.jpg,hotels-50k/images/train/3/35301/travel_website,"arafed living room with a couch, chairs, coffee table, and television, van cleef & arpels style, japanese bathhouse, armani, kyoto, japanese wood cut, a sunny bedroom, sublime-comforting ambience, office cubicles, by Eishōsai Chōki, corridor, by Baiōken Eishun"
8146582,35301,https://i.travelapi.com/hotels/6000000/5240000/5232900/5232825/f1cab62a_b.jpg,travel_website,2019-12-21 16:10:15,Hilton Kyiv,3,50.44487,30.50502,Hilton,True,8146582.jpg,hotels-50k/images/train/3/35301/travel_website,"arafed view of a living room with a couch and a table, giant glass dome in space, four seasons, photo taken from behind, looks at the big explosion, new york backdrop, other bedrooms can be seen, maintenance area, by Nōami, a sunny bedroom, a tilt shift photo, hollywood promotional image, boston, solar field plains, exterior photography"
8146583,35301,https://i.travelapi.com/hotels/6000000/5240000/5232900/5232825/37d7f28f_b.jpg,travel_website,2019-12-21 16:10:15,Hilton Kyiv,3,50.44487,30.50502,Hilton,True,8146583.jpg,hotels-50k/images/train/3/35301/travel_website,"arafed view of a living room with a couch, chairs, and a television, hotel room, 2 0 1 9, london, panoramic shot, four seasons, asian sun, post - minimalism, balcony door, greta thunberg, view for miles, real estate photography, royal commission, extremely polished, sky bridges, dirty linen robes"
8146584,35301,https://i.travelapi.com/hotels/6000000/5240000/5232900/5232825/c150a261_b.jpg,travel_website,2019-12-21 16:10:15,Hilton Kyiv,3,50.44487,30.50502,Hilton,True,8146584.jpg,hotels-50k/images/train/3/35301/travel_website,"arafed view of a desk with a chair and a lamp in a room, luxurious suit, floor - to - ceiling windows, kremlin, oval office, towering over your view, wooden side table, new york backdrop, other bedrooms can be seen, complimentary contrast, bar in background, looking at it rewards the soul, epk, upscale photo, mpc"
8146585,35301,https://i.travelapi.com/hotels/6000000/5240000/5232900/5232825/e7ae6089_b.jpg,travel_website,2019-12-21 16:10:15,Hilton Kyiv,3,50.44487,30.50502,Hilton,True,8146585.jpg,hotels-50k/images/train/3/35301/travel_website,"arafed dining room with a round table and chairs and a large window, encompass violet irises, luxury condo interior, by senior environment artist, wool felting art, round-cropped, by Ben Enwonwu, hotel room, inspired by Arlington Nelson Lindenmuth, by Zhang Han, centered full-body shot"
8146586,35301,https://i.travelapi.com/hotels/6000000/5240000/5232900/5232825/d063f31b_b.jpg,travel_website,2019-12-21 16:10:15,Hilton Kyiv,3,50.44487,30.50502,Hilton,True,8146586.jpg,hotels-50k/images/train/3/35301/travel_website,"arafed chaise with a lamp and a chair in a room, retaildesignblog.net, dark blue and white robes, moody : : wes anderson, hotel, handcuffs king size canopy bed, full shot photo, trending on dribble, bozo the clown. clown motif, of mad men on madison avenue, motel, detailed studio photograph"
8146587,35301,https://i.travelapi.com/hotels/6000000/5240000/5232900/5232825/e7ef9aa6_b.jpg,travel_website,2019-12-21 16:10:15,Hilton Kyiv,3,50.44487,30.50502,Hilton,False,,,
8146588,35301,https://i.travelapi.com/hotels/6000000/5240000/5232900/5232825/7ccea2c5_b.jpg,travel_website,2019-12-21 16:10:15,Hilton Kyiv,3,50.44487,30.50502,Hilton,False,,,
8146589,35301,https://i.travelapi.com/hotels/6000000/5240000/5232900/5232825/fa058869_b.jpg,travel_website,2019-12-21 16:10:15,Hilton Kyiv,3,50.44487,30.50502,Hilton,False,,,
8146590,35301,https://i.travelapi.com/hotels/6000000/5240000/5232900/5232825/989ff859_b.jpg,travel_website,2019-12-21 16:10:15,Hilton Kyiv,3,50.44487,30.50502,Hilton,True,8146590.jpg,hotels-50k/images/train/3/35301/travel_website,"there are two beds in a hotel room with a flat screen tv, retaildesignblog.net, white robe, back view », wlop : :, jakarta, sleek, in the background is lush jungle, profile picture 1024px, cozy arm chairs, aruba, sony ultra camera hd+, beautiful mature color palette, coper cladding"
8146591,35301,https://i.travelapi.com/hotels/6000000/5240000/5232900/5232825/ffe1ae45_b.jpg,travel_website,2019-12-21 16:10:15,Hilton Kyiv,3,50.44487,30.50502,Hilton,True,8146591.jpg,hotels-50k/images/train/3/35301/travel_website,"arafied view of a bedroom with a large bed and a chair, sleek glass buildings, four seasons, night time city background, centered wide framed window, panorama view of the sky, by Nōami, photo from the back, designed, photo still of, professionally designed"
8146592,35301,https://i.travelapi.com/hotels/6000000/5240000/5232900/5232825/ceef337a_b.jpg,travel_website,2019-12-21 16:10:15,Hilton Kyiv,3,50.44487,30.50502,Hilton,True,8146592.jpg,hotels-50k/images/train/3/35301/travel_website,"arafed bedroom with a bed, couch, and coffee table, pair of keycards on table, robes with golden characters, sleek glass buildings, london at night, featured on dribble, avoid symmetry, bed on the right, atmospheric hues, flowerbeds, 1 / 3 headroom, four seasons, uk, soft vignette, ad image"
8146593,35301,https://i.travelapi.com/hotels/6000000/5240000/5232900/5232825/ab61afc1_b.jpg,travel_website,2019-12-21 16:10:15,Hilton Kyiv,3,50.44487,30.50502,Hilton,False,,,
8146594,35301,https://i.travelapi.com/hotels/6000000/5240000/5232900/5232825/e6440fd5_b.jpg,travel_website,2019-12-21 16:10:15,Hilton Kyiv,3,50.44487,30.50502,Hilton,False,,,
8146595,35301,https://i.travelapi.com/hotels/6000000/5240000/5232900/5232825/c5c86811_b.jpg,travel_website,2019-12-21 16:10:15,Hilton Kyiv,3,50.44487,30.50502,Hilton,False,,,
8146619,35301,https://i.travelapi.com/hotels/6000000/5240000/5232900/5232825/3dd55541_b.jpg,travel_website,2019-12-21 16:10:45,Hilton Kyiv,3,50.44487,30.50502,Hilton,False,,,
8146620,35301,https://i.travelapi.com/hotels/6000000/5240000/5232900/5232825/9e209252_b.jpg,travel_website,2019-12-21 16:10:45,Hilton Kyiv,3,50.44487,30.50502,Hilton,False,,,
8146621,35301,https://i.travelapi.com/hotels/6000000/5240000/5232900/5232825/b4e564d9_b.jpg,travel_website,2019-12-21 16:10:45,Hilton Kyiv,3,50.44487,30.50502,Hilton,False,,,
8146622,35301,https://i.travelapi.com/hotels/6000000/5240000/5232900/5232825/a5afe8d2_b.jpg,travel_website,2019-12-21 16:10:45,Hilton Kyiv,3,50.44487,30.50502,Hilton,False,,,
8146624,35301,https://i.travelapi.com/hotels/6000000/5240000/5232900/5232825/0e57b084_b.jpg,travel_website,2019-12-21 16:10:45,Hilton Kyiv,3,50.44487,30.50502,Hilton,False,,,
8146625,35301,https://i.travelapi.com/hotels/6000000/5240000/5232900/5232825/0522c61e_b.jpg,travel_website,2019-12-21 16:10:45,Hilton Kyiv,3,50.44487,30.50502,Hilton,True,8146625.jpg,hotels-50k/images/train/3/35301/travel_website,"arafed living room with a couch, chairs, coffee table, and television, traditional chinese art, luxurious suit, beijing, hotel, with tall glass skyscrapers, product image, cinemascope panorama, photograph of 3d ios room, two wooden wardrobes, listing image"
8146626,35301,https://i.travelapi.com/hotels/6000000/5240000/5232900/5232825/36c2b09d_b.jpg,travel_website,2019-12-21 16:10:45,Hilton Kyiv,3,50.44487,30.50502,Hilton,True,8146626.jpg,hotels-50k/images/train/3/35301/travel_website,"arafed view of a living room with a couch, chair, and a table, four seasons, window and city background, a sunny bedroom, sydney, centered shoulders up view, the panorama, honeycomb halls, london, looking far, central shot"
8146627,35301,https://i.travelapi.com/hotels/6000000/5240000/5232900/5232825/ac0f9691_b.jpg,travel_website,2019-12-21 16:10:45,Hilton Kyiv,3,50.44487,30.50502,Hilton,False,,,
8146628,35301,https://i.travelapi.com/hotels/6000000/5240000/5232900/5232825/f81f679e_b.jpg,travel_website,2019-12-21 16:10:45,Hilton Kyiv,3,50.44487,30.50502,Hilton,False,,,
8146629,35301,https://i.travelapi.com/hotels/6000000/5240000/5232900/5232825/7ae76b4a_b.jpg,travel_website,2019-12-21 16:10:45,Hilton Kyiv,3,50.44487,30.50502,Hilton,True,8146629.jpg,hotels-50k/images/train/3/35301/travel_website,"arafed view of a bedroom with a couch, chair, and a bed, corporate photo, eurostar, photo taken in 2018, cinemascope panorama, four seasons, by Glenys Cour, yellow lanterns, central hub, centered in a frame, well-rendered, tall thin frame, image on the store website, soft vignette, warmly lit posh study"
8146630,35301,https://i.travelapi.com/hotels/6000000/5240000/5232900/5232825/5e85a82a_b.jpg,travel_website,2019-12-21 16:10:45,Hilton Kyiv,3,50.44487,30.50502,Hilton,True,8146630.jpg,hotels-50k/images/train/3/35301/travel_website,"arafed view of a living room with a couch, table, and chairs, luxurious suit, four seasons, square pictureframes, london, clean medical environment, sleek glass buildings, godray lighting, featured art, two wooden wardrobes, robes with golden characters, by Nōami, award-winning render"
8146631,35301,https://i.travelapi.com/hotels/6000000/5240000/5232900/5232825/5aaa28dd_b.jpg,travel_website,2019-12-21 16:10:45,Hilton Kyiv,3,50.44487,30.50502,Hilton,True,8146631.jpg,hotels-50k/images/train/3/35301/travel_website,"arafed view of a bedroom with a bed, desk, chair, television and a window, bangkok townsquare, standing in corner of room, large commercial led screens, four seasons, sydney, green robe, brown mud, 3/4 side view, 2 0 1 9, tired appearance, two buddies sitting in a room, sitting in a lounge, h 640"
8146632,35301,https://i.travelapi.com/hotels/6000000/5240000/5232900/5232825/acef5f84_b.jpg,travel_website,2019-12-21 16:10:45,Hilton Kyiv,3,50.44487,30.50502,Hilton,False,,,
8146633,35301,https://i.travelapi.com/hotels/6000000/5240000/5232900/5232825/d98a1b02_b.jpg,travel_website,2019-12-21 16:10:45,Hilton Kyiv,3,50.44487,30.50502,Hilton,False,,,
8146634,35301,https://i.travelapi.com/hotels/6000000/5240000/5232900/5232825/fa48278c_b.jpg,travel_website,2019-12-21 16:10:45,Hilton Kyiv,3,50.44487,30.50502,Hilton,False,,,
8146635,35301,https://i.travelapi.com/hotels/6000000/5240000/5232900/5232825/41489e2a_b.jpg,travel_website,2019-12-21 16:10:45,Hilton Kyiv,3,50.44487,30.50502,Hilton,True,8146635.jpg,hotels-50k/images/train/3/35301/travel_website,"arafed bathroom with a large tub and a sink and mirror, jakarta, hotel, istockphoto, panorama shot, extremely wide angle shot, sublime comforting ambience, clear [[bronze]] face [mask], polished : :, deep crevices of stone, happy ambience, holding a yellow toothbrush, bright led lights"
8146636,35301,https://i.travelapi.com/hotels/6000000/5240000/5232900/5232825/0ab75fb7_b.jpg,travel_website,2019-12-21 16:10:45,Hilton Kyiv,3,50.44487,30.50502,Hilton,True,8146636.jpg,hotels-50k/images/train/3/35301/travel_website,"there is a shower with a glass door and a towel rack, taken with a canon dslr camera, velvet art, with soft pink colors, highly detailed etching, pearly flagstones, detailed studio photograph, colour photograph, textures.com, listing image"
